Date,Algorithm_Value,SPY_Value,Historical_SPY_Value,Historical_Algo_Value,Sim_ID
2000-08-01,11643.05,0.00,11877.94,11539.87,5
2000-08-02,11641.15,0.00,11937.27,11597.64,5
2000-08-03,11672.39,0.00,12019.83,11550.30,5
2000-08-04,11623.49,0.00,12084.33,11712.48,5
2000-08-07,11648.64,0.00,12228.80,11785.73,5
2000-08-08,11658.10,0.00,12275.24,11896.55,5
2000-08-09,11702.72,0.00,12172.04,11907.24,5
2000-08-10,11704.54,0.00,12112.70,11860.28,5
2000-08-11,11682.89,0.00,12169.46,11840.03,5
2000-08-14,11670.52,0.00,12324.26,11973.77,5
2000-08-15,11708.49,0.00,12313.94,12030.40,5
2000-08-16,11689.45,0.00,12270.08,11948.13,5
2000-08-17,11738.14,0.00,12399.08,11942.14,5
2000-08-18,11731.48,0.00,12357.80,11997.01,5
2000-08-21,11733.75,0.00,12424.88,11968.75,5
2000-08-22,11762.67,0.00,12404.24,11992.83,5
2000-08-23,11731.89,0.00,12453.25,12003.75,5
2000-08-24,11757.19,0.00,12491.95,12013.63,5
2000-08-25,11772.59,0.00,12486.79,12067.87,5
2000-08-28,11799.44,0.00,12529.36,12073.93,5
2000-08-29,11838.69,0.00,12531.95,12123.18,5
2000-08-30,11813.46,0.00,12411.98,12172.74,5
2000-08-31,11831.18,0.00,12577.09,12256.46,5
2000-09-01,11806.84,0.00,12589.99,12431.91,5
2000-09-05,11818.69,0.00,12489.38,12444.74,5
2000-09-06,11849.49,0.00,12347.48,12376.01,5
2000-09-07,11831.75,0.00,12453.25,12320.49,5
2000-09-08,11845.16,0.00,12368.11,12336.24,5
2000-09-11,11864.70,0.00,12350.06,12387.68,5
2000-09-12,11880.28,0.00,12259.76,12556.97,5
2000-09-13,11903.68,0.00,12292.01,12509.65,5
2000-09-14,11946.20,0.00,12353.93,12546.33,5
2000-09-15,11966.31,0.00,12083.65,12530.80,5
2000-09-18,11970.17,0.00,11972.44,12482.99,5
2000-09-19,11943.74,0.00,12081.07,12269.93,5
2000-09-20,11948.36,0.00,11991.84,12323.65,5
2000-09-21,11914.90,0.00,11809.49,12280.32,5
2000-09-22,11910.54,0.00,12024.16,12149.74,5
2000-09-25,11916.91,0.00,11938.81,12405.44,5
2000-09-26,11916.47,0.00,11786.22,12412.76,5
2000-09-27,11964.66,0.00,11848.29,12373.64,5
2000-09-28,11949.48,0.00,12000.88,12363.50,5
2000-09-29,11935.69,0.00,11887.09,12547.85,5
2000-10-02,11952.43,0.00,11905.19,12530.39,5
2000-10-03,11954.13,0.00,11793.98,12522.99,5
2000-10-04,11947.24,0.00,11892.26,12346.69,5
2000-10-05,11952.72,0.00,11933.64,12294.30,5
2000-10-06,11983.23,0.00,11675.00,12385.94,5
2000-10-09,12001.94,0.00,11587.06,12164.99,5
2000-10-10,12022.46,0.00,11395.67,12187.37,5
2000-10-11,12037.48,0.00,11299.98,12141.75,5
2000-10-12,12062.63,0.00,11018.05,12136.57,5
2000-10-13,12077.90,0.00,11385.33,11847.93,5
2000-10-16,12101.61,0.00,11437.05,12060.79,5
2000-10-17,12098.37,0.00,11152.55,12194.11,5
2000-10-18,12112.24,0.00,11111.17,11889.87,5
2000-10-19,12117.26,0.00,11530.16,12118.27,5
2000-10-20,12096.79,0.00,11579.30,12211.81,5
2000-10-23,12107.05,0.00,11631.03,12391.79,5
2000-10-24,12119.91,0.00,11553.44,12361.76,5
2000-10-25,12121.92,0.00,11281.87,12271.96,5
2000-10-26,12117.02,0.00,11312.90,12263.88,5
2000-10-27,12131.55,0.00,11527.58,12276.82,5
2000-10-30,12145.55,0.00,11631.03,12345.40,5
2000-10-31,12171.16,0.00,11831.47,12543.43,5
2000-11-01,12148.06,0.00,11791.39,12707.87,5
2000-11-02,12132.64,0.00,11810.78,12759.66,5
2000-11-03,12120.94,0.00,11817.25,12846.53,5
2000-11-06,12128.66,0.00,11900.02,12855.17,5
2000-11-07,12152.20,0.00,11897.43,12869.44,5
2000-11-08,12171.76,0.00,11633.62,12872.51,5
2000-11-09,12185.74,0.00,11589.65,12783.85,5
2000-11-10,12191.42,0.00,11307.73,12726.93,5
2000-11-13,12219.17,0.00,11219.80,12463.42,5
2000-11-14,12228.86,0.00,11514.64,12435.68,5
2000-11-15,12265.84,0.00,11550.85,12575.23,5
2000-11-16,12251.66,0.00,11369.80,12719.90,5
2000-11-17,12242.12,0.00,11309.02,12667.01,5
2000-11-20,12242.31,0.00,11147.38,12609.18,5
2000-11-21,12258.90,0.00,11204.27,12478.10,5
2000-11-22,12272.22,0.00,10936.58,12386.16,5
2000-11-24,12247.83,0.00,11160.31,12317.55,5
2000-11-27,12309.40,0.00,11258.59,12481.58,5
2000-11-28,12324.20,0.00,11064.61,12504.69,5
